==PROF== Connected to process 2290 (/usr/bin/python3.10)
[TensorRT-LLM] TensorRT-LLM version: 0.14.0
[TensorRT-LLM][INFO] Engine version 0.14.0 found in the config file, assuming engine(s) built by new builder API.
[TensorRT-LLM][INFO] MPI size: 1, MPI local size: 1, rank: 0
[TensorRT-LLM][INFO] Engine version 0.14.0 found in the config file, assuming engine(s) built by new builder API.
[TensorRT-LLM][INFO] Refreshed the MPI local session
[TensorRT-LLM][INFO] MPI size: 1, MPI local size: 1, rank: 0
[TensorRT-LLM][INFO] Rank 0 is using GPU 0
[TensorRT-LLM][INFO] TRTGptModel maxNumSequences: 64
[TensorRT-LLM][INFO] TRTGptModel maxBatchSize: 64
[TensorRT-LLM][INFO] TRTGptModel maxBeamWidth: 1
[TensorRT-LLM][INFO] TRTGptModel maxSequenceLen: 8192
[TensorRT-LLM][INFO] TRTGptModel maxDraftLen: 0
[TensorRT-LLM][INFO] TRTGptModel mMaxAttentionWindowSize: (8192) * 24
[TensorRT-LLM][INFO] TRTGptModel enableTrtOverlap: 0
[TensorRT-LLM][INFO] TRTGptModel normalizeLogProbs: 1
[TensorRT-LLM][INFO] TRTGptModel maxNumTokens: 8192
[TensorRT-LLM][INFO] TRTGptModel maxInputLen: 8191 = min(maxSequenceLen - 1, maxNumTokens) since context FMHA and usePackedInput are enabled
[TensorRT-LLM][INFO] TRTGptModel If model type is encoder, maxInputLen would be reset in trtEncoderModel to maxInputLen: min(maxSequenceLen, maxNumTokens).
[TensorRT-LLM][INFO] Capacity Scheduler Policy: GUARANTEED_NO_EVICT
[TensorRT-LLM][INFO] Context Chunking Scheduler Policy: None
[TensorRT-LLM][INFO] Loaded engine size: 709 MiB
[TensorRT-LLM][INFO] [MemUsageChange] Allocated 256.20 MiB for execution context memory.
[TensorRT-LLM][INFO] [MemUsageChange] TensorRT-managed allocation in IExecutionContext creation: CPU +0, GPU +0, now: CPU 0, GPU 703 (MiB)
[TensorRT-LLM][INFO] [MemUsageChange] Allocated 30.58 MB GPU memory for runtime buffers.
[TensorRT-LLM][INFO] [MemUsageChange] Allocated 103.75 MB GPU memory for decoder.
[TensorRT-LLM][INFO] Memory usage when calculating max tokens in paged kv cache: total: 22.03 GiB, available: 3.21 GiB
[TensorRT-LLM][INFO] Number of blocks in KV cache primary pool: 2633
[TensorRT-LLM][INFO] Number of blocks in KV cache secondary pool: 0, onboard blocks to primary memory before reuse: true
[TensorRT-LLM][INFO] Max KV cache pages per sequence: 128
[TensorRT-LLM][INFO] Number of tokens per block: 64.
[TensorRT-LLM][INFO] [MemUsageChange] Allocated 0.96 GiB for max tokens in paged KV cache (168512).
[TensorRT-LLM][INFO] Enable MPI KV cache transport.
[TensorRT-LLM][INFO] Refreshed the MPI local session
[decode_probe] engine=engines/qwen2.5-0.5b-int4awq  steps=16  total=267528.1ms  ITL=16720.508 ms/token  (0.1 tok/s, batch=1)
==PROF== Disconnected from process 2290
"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value"
"162","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 0, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 28, 1)","0","8.9","Command line profiler metrics","dram__bytes.sum","byte","2628096"
"162","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 0, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 28, 1)","0","8.9","Command line profiler metrics","gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed","%","42.38"
"162","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 0, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 28, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","20800"
"162","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 0, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 28, 1)","0","8.9","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","11.79"
"163","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 1, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 36, 1)","0","8.9","Command line profiler metrics","dram__bytes.sum","byte","625280"
"163","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 1, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 36, 1)","0","8.9","Command line profiler metrics","gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed","%","19.37"
"163","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 1, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 36, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","10848"
"163","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 1, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 36, 1)","0","8.9","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","6.63"
"164","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 0, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 28, 1)","0","8.9","Command line profiler metrics","dram__bytes.sum","byte","490368"
"164","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 0, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 28, 1)","0","8.9","Command line profiler metrics","gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed","%","16.67"
"164","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 0, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 28, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","9952"
"164","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 0, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 28, 1)","0","8.9","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","5.66"
"165","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 0, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 152, 1)","0","8.9","Command line profiler metrics","dram__bytes.sum","byte","2569600"
"165","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 0, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 152, 1)","0","8.9","Command line profiler metrics","gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed","%","52.81"
"165","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 0, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 152, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","16288"
"165","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 0, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 152, 1)","0","8.9","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","18.58"
"166","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 0, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 152, 1)","0","8.9","Command line profiler metrics","dram__bytes.sum","byte","2575232"
"166","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 0, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 152, 1)","0","8.9","Command line profiler metrics","gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed","%","53.10"
"166","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 0, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 152, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","16320"
"166","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 0, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 152, 1)","0","8.9","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","18.59"
"167","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 0, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 28, 1)","0","8.9","Command line profiler metrics","dram__bytes.sum","byte","2627072"
"167","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 0, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 28, 1)","0","8.9","Command line profiler metrics","gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed","%","42.53"
"167","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 0, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 28, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","20736"
"167","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 0, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 28, 1)","0","8.9","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","11.85"
"168","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 1, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 36, 1)","0","8.9","Command line profiler metrics","dram__bytes.sum","byte","630912"
"168","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 1, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 36, 1)","0","8.9","Command line profiler metrics","gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed","%","19.95"
"168","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 1, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 36, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","10688"
"168","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 1, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 36, 1)","0","8.9","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","6.76"
"169","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 0, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 28, 1)","0","8.9","Command line profiler metrics","dram__bytes.sum","byte","489856"
"169","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 0, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 28, 1)","0","8.9","Command line profiler metrics","gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed","%","16.75"
"169","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 0, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 28, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","9856"
"169","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 0, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 28, 1)","0","8.9","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","5.69"
"170","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 0, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 152, 1)","0","8.9","Command line profiler metrics","dram__bytes.sum","byte","2580992"
"170","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 0, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 152, 1)","0","8.9","Command line profiler metrics","gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed","%","51.99"
"170","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 0, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 152, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","16640"
"170","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 0, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 152, 1)","0","8.9","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","18.16"
"171","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 0, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 152, 1)","0","8.9","Command line profiler metrics","dram__bytes.sum","byte","2577664"
"171","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 0, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 152, 1)","0","8.9","Command line profiler metrics","gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed","%","52.88"
"171","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 0, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 152, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","16352"
"171","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 0, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 152, 1)","0","8.9","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","18.51"
"172","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 0, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 28, 1)","0","8.9","Command line profiler metrics","dram__bytes.sum","byte","2632960"
"172","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 0, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 28, 1)","0","8.9","Command line profiler metrics","gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed","%","42.12"
"172","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 0, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 28, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","20960"
"172","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 0, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 28, 1)","0","8.9","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","11.72"
"173","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 1, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 36, 1)","0","8.9","Command line profiler metrics","dram__bytes.sum","byte","629120"
"173","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 1, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 36, 1)","0","8.9","Command line profiler metrics","gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed","%","19.25"
"173","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 1, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 36, 1)","0","8.9","Command line profiler metrics","gpu__time_duration.sum","ns","10976"
"173","2290","python3.10","127.0.0.1","void tensorrt_llm::kernel<tensorrt_llm::KernelDetails<tensorrt_llm::FP16DetailsA, tensorrt_llm::Int4DetailsW, tensorrt_llm::ColumnMajorInterleaved, 1, 64>, 1, 8, 128, 128, 1, 0, 1, 0, __half>(T10 *, T10 *, unsigned char *, T10 *, T10 *, T10 *, T10 *, float, int, int, int)","1","13","(128, 1, 1)","(1, 36, 1)","0","8.9","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","6.56"
